issuer,metric,period_end,value,form,fy,fp,frame
Citigroup,net_income,2017-06-30,3872000000,10-K,2017.0,FY,
Citigroup,net_income,2017-09-30,12095000000,10-Q,2017.0,Q3,
Citigroup,net_income,2017-09-30,4133000000,10-K,2017.0,FY,
Citigroup,net_income,2017-12-31,-6798000000,10-K,2017.0,FY,
Citigroup,net_income,2018-03-31,4620000000,10-Q,2018.0,Q1,
Citigroup,net_income,2018-03-31,4620000000,10-K,2018.0,FY,
Citigroup,net_income,2018-06-30,9110000000,10-Q,2018.0,Q2,
Citigroup,net_income,2018-06-30,4490000000,10-K,2018.0,FY,
Citigroup,net_income,2018-09-30,13732000000,10-Q,2018.0,Q3,
Citigroup,net_income,2018-09-30,4622000000,10-K,2018.0,FY,
Citigroup,net_income,2018-12-31,18045000000,10-K,2018.0,FY,
Citigroup,net_income,2019-03-31,4710000000,10-Q,2019.0,Q1,
Citigroup,net_income,2019-03-31,4710000000,10-K,2019.0,FY,
Citigroup,net_income,2019-06-30,9509000000,10-Q,2019.0,Q2,
Citigroup,net_income,2019-06-30,4799000000,10-K,2019.0,FY,
Citigroup,net_income,2019-09-30,14422000000,10-Q,2019.0,Q3,
Citigroup,net_income,2019-09-30,4913000000,10-K,2019.0,FY,
Citigroup,net_income,2019-12-31,19401000000,10-K,2019.0,FY,
Citigroup,net_income,2020-03-31,2522000000,10-Q,2020.0,Q1,
Citigroup,net_income,2020-03-31,2536000000,10-K,2020.0,FY,
Citigroup,net_income,2020-06-30,3838000000,10-Q,2020.0,Q2,
Citigroup,net_income,2020-06-30,1056000000,10-K,2020.0,FY,
Citigroup,net_income,2020-09-30,7068000000,10-Q,2020.0,Q3,
Citigroup,net_income,2020-09-30,3146000000,10-K,2020.0,FY,
Citigroup,net_income,2020-12-31,11047000000,10-K,2020.0,FY,
Citigroup,net_income,2021-03-31,7942000000,10-Q,2021.0,Q1,
Citigroup,net_income,2021-03-31,7942000000,10-K,2021.0,FY,
Citigroup,net_income,2021-06-30,14135000000,10-Q,2021.0,Q2,
Citigroup,net_income,2021-06-30,6193000000,10-K,2021.0,FY,
Citigroup,net_income,2021-09-30,18779000000,10-Q,2021.0,Q3,
Citigroup,net_income,2021-09-30,4644000000,10-K,2021.0,FY,
Citigroup,net_income,2021-12-31,21952000000,10-K,2021.0,FY,
Citigroup,net_income,2022-03-31,4306000000,10-Q,2022.0,Q1,
Citigroup,net_income,2022-06-30,8853000000,10-Q,2022.0,Q2,
Citigroup,net_income,2022-09-30,12332000000,10-Q,2022.0,Q3,
Citigroup,net_income,2022-12-31,14845000000,10-K,2022.0,FY,
Citigroup,net_income,2023-03-31,4606000000,10-Q,2023.0,Q1,
Citigroup,net_income,2023-06-30,7521000000,10-Q,2023.0,Q2,
Citigroup,net_income,2023-09-30,11067000000,10-Q,2023.0,Q3,
Citigroup,net_income,2023-12-31,9228000000,10-K,2023.0,FY,
Citigroup,net_income,2024-03-31,3371000000,10-Q,2024.0,Q1,
Citigroup,net_income,2024-06-30,6588000000,10-Q,2024.0,Q2,
Citigroup,net_income,2024-09-30,9826000000,10-Q,2024.0,Q3,
Citigroup,net_income,2024-12-31,12682000000,10-K,2024.0,FY,
Citigroup,net_income,2025-03-31,4064000000,10-Q,2025.0,Q1,CY2025Q1
Citigroup,net_income,2025-06-30,8083000000,10-Q,2025.0,Q2,
Citigroup,net_income,2025-09-30,11835000000,10-Q,2025.0,Q3,
Citigroup,net_income,2025-12-31,14306000000,10-K,2025.0,FY,CY2025
Citigroup,total_revenue,2007-12-31,77300000000,10-K,2009.0,FY,CY2007
Citigroup,total_revenue,2008-09-30,45953000000,10-Q,2009.0,Q3,
Citigroup,total_revenue,2008-12-31,51599000000,10-K,2009.0,FY,
Citigroup,total_revenue,2009-03-31,24521000000,10-Q,2010.0,Q1,
Citigroup,total_revenue,2009-03-31,24521000000,10-K,2010.0,FY,CY2009Q1
Citigroup,total_revenue,2009-06-30,54490000000,10-Q,2010.0,Q2,
Citigroup,total_revenue,2009-06-30,29969000000,10-K,2010.0,FY,CY2009Q2
Citigroup,total_revenue,2009-09-30,74880000000,10-Q,2009.0,Q3,
Citigroup,total_revenue,2009-09-30,20390000000,10-K,2010.0,FY,CY2009Q3
Citigroup,total_revenue,2009-12-31,80285000000,10-K,2009.0,FY,
Citigroup,total_revenue,2010-03-31,25421000000,10-Q,2010.0,Q1,
Citigroup,total_revenue,2010-03-31,25421000000,10-K,2010.0,FY,
Citigroup,total_revenue,2010-06-30,47492000000,10-Q,2010.0,Q2,
Citigroup,total_revenue,2010-06-30,22071000000,10-K,2010.0,FY,
Citigroup,total_revenue,2010-09-30,68230000000,10-Q,2010.0,Q3,
Citigroup,total_revenue,2010-09-30,20738000000,10-K,2010.0,FY,
Citigroup,total_revenue,2010-12-31,86601000000,10-K,2010.0,FY,
Citigroup,total_revenue,2011-03-31,19726000000,10-Q,2011.0,Q1,
Citigroup,total_revenue,2011-03-31,19726000000,10-K,2011.0,FY,
Citigroup,total_revenue,2011-06-30,40348000000,10-Q,2011.0,Q2,
Citigroup,total_revenue,2011-06-30,20622000000,10-K,2011.0,FY,
Citigroup,total_revenue,2011-09-30,61179000000,10-Q,2011.0,Q3,
Citigroup,total_revenue,2011-09-30,20831000000,10-K,2011.0,FY,
Citigroup,total_revenue,2011-12-31,78353000000,10-K,2011.0,FY,
Citigroup,total_revenue,2012-03-31,19406000000,10-Q,2012.0,Q1,
Citigroup,total_revenue,2012-03-31,19406000000,10-K,2012.0,FY,
Citigroup,total_revenue,2012-06-30,38048000000,10-Q,2012.0,Q2,
Citigroup,total_revenue,2012-06-30,18642000000,10-K,2012.0,FY,
Citigroup,total_revenue,2012-09-30,51999000000,10-Q,2012.0,Q3,
Citigroup,total_revenue,2012-09-30,13951000000,10-K,2012.0,FY,
Citigroup,total_revenue,2012-12-31,70173000000,10-K,2012.0,FY,
Citigroup,total_revenue,2013-03-31,20491000000,10-Q,2013.0,Q1,
Citigroup,total_revenue,2013-03-31,20227000000,10-K,2013.0,FY,
Citigroup,total_revenue,2013-06-30,40706000000,10-Q,2013.0,Q2,
Citigroup,total_revenue,2013-06-30,20479000000,10-K,2013.0,FY,
Citigroup,total_revenue,2013-09-30,58586000000,10-Q,2013.0,Q3,
Citigroup,total_revenue,2013-09-30,17880000000,10-K,2013.0,FY,
Citigroup,total_revenue,2013-12-31,76366000000,10-K,2013.0,FY,
Citigroup,total_revenue,2014-03-31,20124000000,10-Q,2014.0,Q1,
Citigroup,total_revenue,2014-03-31,20124000000,10-K,2014.0,FY,
Citigroup,total_revenue,2014-06-30,39466000000,10-Q,2014.0,Q2,
Citigroup,total_revenue,2014-06-30,19342000000,10-K,2014.0,FY,
Citigroup,total_revenue,2014-09-30,59070000000,10-Q,2014.0,Q3,
Citigroup,total_revenue,2014-09-30,19604000000,10-K,2014.0,FY,
Citigroup,total_revenue,2014-12-31,76882000000,10-K,2014.0,FY,
Citigroup,total_revenue,2015-03-31,19736000000,10-Q,2015.0,Q1,
Citigroup,total_revenue,2015-03-31,19736000000,10-K,2015.0,FY,
Citigroup,total_revenue,2015-06-30,39206000000,10-Q,2015.0,Q2,
Citigroup,total_revenue,2015-06-30,19470000000,10-K,2015.0,FY,
Citigroup,total_revenue,2015-09-30,57898000000,10-Q,2015.0,Q3,
Citigroup,total_revenue,2015-09-30,18692000000,10-K,2015.0,FY,
Citigroup,total_revenue,2015-12-31,76354000000,10-K,2015.0,FY,
Citigroup,total_revenue,2016-03-31,17555000000,10-Q,2016.0,Q1,
Citigroup,total_revenue,2016-03-31,17555000000,10-K,2016.0,FY,
Citigroup,total_revenue,2016-06-30,35103000000,10-Q,2016.0,Q2,
Citigroup,total_revenue,2016-06-30,17548000000,10-K,2016.0,FY,
Citigroup,total_revenue,2016-09-30,52863000000,10-Q,2016.0,Q3,
Citigroup,total_revenue,2016-09-30,17760000000,10-K,2016.0,FY,
Citigroup,total_revenue,2016-12-31,69875000000,10-K,2016.0,FY,
Citigroup,total_revenue,2017-03-31,18120000000,10-Q,2017.0,Q1,
Citigroup,total_revenue,2017-03-31,18120000000,10-K,2017.0,FY,
Citigroup,total_revenue,2017-06-30,36021000000,10-Q,2017.0,Q2,
Citigroup,total_revenue,2017-06-30,17901000000,10-K,2017.0,FY,
Citigroup,total_revenue,2017-09-30,54194000000,10-Q,2017.0,Q3,
Citigroup,total_revenue,2017-09-30,18173000000,10-K,2017.0,FY,
Citigroup,total_revenue,2017-12-31,71449000000,10-K,2017.0,FY,
Citigroup,total_revenue,2018-03-31,18872000000,10-Q,2018.0,Q1,
Citigroup,total_revenue,2018-03-31,18872000000,10-K,2018.0,FY,
Citigroup,total_revenue,2018-06-30,37341000000,10-Q,2018.0,Q2,
Citigroup,total_revenue,2018-06-30,18469000000,10-K,2018.0,FY,
Citigroup,total_revenue,2018-09-30,55730000000,10-Q,2018.0,Q3,
Citigroup,total_revenue,2018-09-30,18389000000,10-K,2018.0,FY,
Citigroup,total_revenue,2018-12-31,72854000000,10-K,2018.0,FY,
Citigroup,total_revenue,2019-03-31,18576000000,10-Q,2019.0,Q1,
Citigroup,total_revenue,2019-03-31,18576000000,10-K,2019.0,FY,
Citigroup,total_revenue,2019-06-30,37334000000,10-Q,2019.0,Q2,
Citigroup,total_revenue,2019-06-30,18758000000,10-K,2019.0,FY,
Citigroup,total_revenue,2019-09-30,55908000000,10-Q,2019.0,Q3,
Citigroup,total_revenue,2019-09-30,18574000000,10-K,2019.0,FY,
Citigroup,total_revenue,2019-12-31,74286000000,10-K,2019.0,FY,
Citigroup,total_revenue,2020-03-31,20731000000,10-Q,2020.0,Q1,
Citigroup,total_revenue,2020-03-31,20731000000,10-K,2020.0,FY,
Citigroup,total_revenue,2020-06-30,40497000000,10-Q,2020.0,Q2,
Citigroup,total_revenue,2020-06-30,19766000000,10-K,2020.0,FY,
Citigroup,total_revenue,2020-09-30,57799000000,10-Q,2020.0,Q3,
Citigroup,total_revenue,2020-09-30,17302000000,10-K,2020.0,FY,
Citigroup,total_revenue,2020-12-31,74298000000,10-K,2020.0,FY,
Citigroup,total_revenue,2021-03-31,19327000000,10-Q,2021.0,Q1,
Citigroup,total_revenue,2021-03-31,19667000000,10-K,2021.0,FY,
Citigroup,total_revenue,2021-06-30,36801000000,10-Q,2021.0,Q2,
Citigroup,total_revenue,2021-06-30,17753000000,10-K,2021.0,FY,
Citigroup,total_revenue,2021-09-30,53955000000,10-Q,2021.0,Q3,
Citigroup,total_revenue,2021-09-30,17447000000,10-K,2021.0,FY,
Citigroup,total_revenue,2021-12-31,71884000000,10-K,2021.0,FY,
Citigroup,total_revenue,2022-03-31,19186000000,10-Q,2022.0,Q1,
Citigroup,total_revenue,2022-06-30,38824000000,10-Q,2022.0,Q2,
Citigroup,total_revenue,2022-09-30,57332000000,10-Q,2022.0,Q3,
Citigroup,total_revenue,2022-12-31,75338000000,10-K,2022.0,FY,
Citigroup,total_revenue,2023-03-31,21447000000,10-Q,2023.0,Q1,
Citigroup,total_revenue,2023-06-30,40883000000,10-Q,2023.0,Q2,
Citigroup,total_revenue,2023-09-30,61022000000,10-Q,2023.0,Q3,
Citigroup,total_revenue,2023-12-31,78462000000,10-K,2023.0,FY,
Citigroup,total_revenue,2024-03-31,21104000000,10-Q,2024.0,Q1,
Citigroup,total_revenue,2024-06-30,41243000000,10-Q,2024.0,Q2,
Citigroup,total_revenue,2024-09-30,61558000000,10-Q,2024.0,Q3,
Citigroup,total_revenue,2024-12-31,81139000000,10-K,2024.0,FY,
Citigroup,total_revenue,2025-03-31,21596000000,10-Q,2025.0,Q1,CY2025Q1
Citigroup,total_revenue,2025-06-30,43264000000,10-Q,2025.0,Q2,
Citigroup,total_revenue,2025-09-30,65354000000,10-Q,2025.0,Q3,
Citigroup,total_revenue,2025-12-31,85225000000,10-K,2025.0,FY,CY2025
Citigroup,stockholders_equity,2008-12-31,141630000000,10-Q,2009.0,Q3,
Citigroup,stockholders_equity,2008-12-31,141630000000,10-K,2009.0,FY,CY2008Q4I
Citigroup,stockholders_equity,2009-09-30,140842000000,10-Q,2009.0,Q3,CY2009Q3I
Citigroup,stockholders_equity,2009-12-31,152700000000,10-K,2009.0,FY,
Citigroup,stockholders_equity,2009-12-31,152700000000,10-Q,2010.0,Q1,
Citigroup,stockholders_equity,2010-03-31,151421000000,10-Q,2010.0,Q1,CY2010Q1I
Citigroup,stockholders_equity,2010-06-30,154806000000,10-Q,2010.0,Q2,CY2010Q2I
Citigroup,stockholders_equity,2010-09-30,162913000000,10-Q,2010.0,Q3,CY2010Q3I
Citigroup,stockholders_equity,2010-12-31,163468000000,10-K,2010.0,FY,
Citigroup,stockholders_equity,2010-12-31,163468000000,10-Q,2011.0,Q1,
Citigroup,stockholders_equity,2011-03-31,171037000000,10-Q,2011.0,Q1,CY2011Q1I
Citigroup,stockholders_equity,2011-06-30,176364000000,10-Q,2011.0,Q2,CY2011Q2I
Citigroup,stockholders_equity,2011-09-30,177372000000,10-Q,2011.0,Q3,CY2011Q3I
Citigroup,stockholders_equity,2011-12-31,177806000000,10-K,2011.0,FY,
Citigroup,stockholders_equity,2011-12-31,177806000000,10-Q,2012.0,Q1,
Citigroup,stockholders_equity,2012-03-31,181820000000,10-Q,2012.0,Q1,CY2012Q1I
Citigroup,stockholders_equity,2012-06-30,183911000000,10-Q,2012.0,Q2,CY2012Q2I
Citigroup,stockholders_equity,2012-09-30,186777000000,10-Q,2012.0,Q3,CY2012Q3I
Citigroup,stockholders_equity,2012-12-31,189049000000,10-K,2012.0,FY,
Citigroup,stockholders_equity,2012-12-31,189049000000,10-Q,2013.0,Q1,
Citigroup,stockholders_equity,2013-03-31,193359000000,10-Q,2013.0,Q1,CY2013Q1I
Citigroup,stockholders_equity,2013-06-30,195926000000,10-Q,2013.0,Q2,CY2013Q2I
Citigroup,stockholders_equity,2013-09-30,200846000000,10-Q,2013.0,Q3,CY2013Q3I
Citigroup,stockholders_equity,2013-12-31,204339000000,10-K,2013.0,FY,
Citigroup,stockholders_equity,2013-12-31,204339000000,10-Q,2014.0,Q1,
Citigroup,stockholders_equity,2014-03-31,208462000000,10-Q,2014.0,Q1,CY2014Q1I
Citigroup,stockholders_equity,2014-06-30,211362000000,10-Q,2014.0,Q2,CY2014Q2I
Citigroup,stockholders_equity,2014-09-30,212272000000,10-Q,2014.0,Q3,CY2014Q3I
Citigroup,stockholders_equity,2014-12-31,210534000000,10-K,2014.0,FY,
Citigroup,stockholders_equity,2014-12-31,210185000000,10-Q,2015.0,Q1,
Citigroup,stockholders_equity,2015-03-31,214620000000,10-Q,2015.0,Q1,CY2015Q1I
Citigroup,stockholders_equity,2015-06-30,219440000000,10-Q,2015.0,Q2,CY2015Q2I
Citigroup,stockholders_equity,2015-09-30,220848000000,10-Q,2015.0,Q3,CY2015Q3I
Citigroup,stockholders_equity,2015-12-31,221857000000,10-K,2015.0,FY,
Citigroup,stockholders_equity,2015-12-31,221857000000,10-Q,2016.0,Q1,
Citigroup,stockholders_equity,2016-03-31,227522000000,10-Q,2016.0,Q1,CY2016Q1I
Citigroup,stockholders_equity,2016-06-30,231888000000,10-Q,2016.0,Q2,CY2016Q2I
Citigroup,stockholders_equity,2016-09-30,231575000000,10-Q,2016.0,Q3,CY2016Q3I
Citigroup,stockholders_equity,2016-12-31,225120000000,10-K,2016.0,FY,
Citigroup,stockholders_equity,2016-12-31,225120000000,10-Q,2017.0,Q1,
Citigroup,stockholders_equity,2017-03-31,228132000000,10-Q,2017.0,Q1,CY2017Q1I
Citigroup,stockholders_equity,2017-06-30,230019000000,10-Q,2017.0,Q2,CY2017Q2I
Citigroup,stockholders_equity,2017-09-30,227634000000,10-Q,2017.0,Q3,CY2017Q3I
Citigroup,stockholders_equity,2017-12-31,200740000000,10-K,2017.0,FY,
Citigroup,stockholders_equity,2017-12-31,200740000000,10-Q,2018.0,Q1,
Citigroup,stockholders_equity,2018-03-31,201915000000,10-Q,2018.0,Q1,CY2018Q1I
Citigroup,stockholders_equity,2018-06-30,200094000000,10-Q,2018.0,Q2,CY2018Q2I
Citigroup,stockholders_equity,2018-09-30,197004000000,10-Q,2018.0,Q3,CY2018Q3I
Citigroup,stockholders_equity,2018-12-31,196220000000,10-K,2018.0,FY,
Citigroup,stockholders_equity,2018-12-31,196220000000,10-Q,2019.0,Q1,
Citigroup,stockholders_equity,2019-03-31,196252000000,10-Q,2019.0,Q1,CY2019Q1I
Citigroup,stockholders_equity,2019-06-30,197359000000,10-Q,2019.0,Q2,CY2019Q2I
Citigroup,stockholders_equity,2019-09-30,196373000000,10-Q,2019.0,Q3,CY2019Q3I
Citigroup,stockholders_equity,2019-12-31,193242000000,10-K,2019.0,FY,
Citigroup,stockholders_equity,2019-12-31,193242000000,10-Q,2020.0,Q1,
Citigroup,stockholders_equity,2020-03-31,192331000000,10-Q,2020.0,Q1,CY2020Q1I
Citigroup,stockholders_equity,2020-06-30,191622000000,10-Q,2020.0,Q2,CY2020Q2I
Citigroup,stockholders_equity,2020-09-30,193876000000,10-Q,2020.0,Q3,CY2020Q3I
Citigroup,stockholders_equity,2020-12-31,199442000000,10-K,2020.0,FY,
Citigroup,stockholders_equity,2020-12-31,199442000000,10-Q,2021.0,Q1,
Citigroup,stockholders_equity,2021-03-31,202549000000,10-Q,2021.0,Q1,CY2021Q1I
Citigroup,stockholders_equity,2021-06-30,202159000000,10-Q,2021.0,Q2,CY2021Q2I
Citigroup,stockholders_equity,2021-09-30,200875000000,10-Q,2021.0,Q3,CY2021Q3I
Citigroup,stockholders_equity,2021-12-31,201972000000,10-K,2021.0,FY,
Citigroup,stockholders_equity,2021-12-31,201972000000,10-Q,2022.0,Q1,
Citigroup,stockholders_equity,2022-03-31,197709000000,10-Q,2022.0,Q1,CY2022Q1I
Citigroup,stockholders_equity,2022-06-30,199014000000,10-Q,2022.0,Q2,CY2022Q2I
Citigroup,stockholders_equity,2022-09-30,198560000000,10-Q,2022.0,Q3,CY2022Q3I
Citigroup,stockholders_equity,2022-12-31,201189000000,10-K,2022.0,FY,
Citigroup,stockholders_equity,2022-12-31,201189000000,10-Q,2023.0,Q1,
Citigroup,stockholders_equity,2023-03-31,208295000000,10-Q,2023.0,Q1,CY2023Q1I
Citigroup,stockholders_equity,2023-06-30,208719000000,10-Q,2023.0,Q2,CY2023Q2I
Citigroup,stockholders_equity,2023-09-30,209503000000,10-Q,2023.0,Q3,CY2023Q3I
Citigroup,stockholders_equity,2023-12-31,205453000000,10-K,2023.0,FY,
Citigroup,stockholders_equity,2023-12-31,205453000000,10-Q,2024.0,Q1,
Citigroup,stockholders_equity,2024-03-31,206585000000,10-Q,2024.0,Q1,CY2024Q1I
Citigroup,stockholders_equity,2024-06-30,208310000000,10-Q,2024.0,Q2,CY2024Q2I
Citigroup,stockholders_equity,2024-09-30,209083000000,10-Q,2024.0,Q3,CY2024Q3I
Citigroup,stockholders_equity,2024-12-31,208598000000,10-K,2024.0,FY,
Citigroup,stockholders_equity,2024-12-31,208598000000,10-Q,2025.0,Q1,
Citigroup,stockholders_equity,2025-03-31,212408000000,10-Q,2025.0,Q1,CY2025Q1I
Citigroup,stockholders_equity,2025-06-30,213222000000,10-Q,2025.0,Q2,CY2025Q2I
Citigroup,stockholders_equity,2025-09-30,213023000000,10-Q,2025.0,Q3,CY2025Q3I
Citigroup,stockholders_equity,2025-12-31,212291000000,10-K,2025.0,FY,CY2025Q4I
Wells Fargo,total_assets,2008-12-31,1309639000000,10-Q,2009.0,Q2,
Wells Fargo,total_assets,2008-12-31,1309639000000,10-K,2009.0,FY,CY2008Q4I
Wells Fargo,total_assets,2009-06-30,1284176000000,10-Q,2009.0,Q2,CY2009Q2I
Wells Fargo,total_assets,2009-09-30,1228625000000,10-Q,2009.0,Q3,CY2009Q3I
Wells Fargo,total_assets,2009-12-31,1243646000000,10-K,2009.0,FY,
Wells Fargo,total_assets,2009-12-31,1243646000000,10-Q,2010.0,Q1,
Wells Fargo,total_assets,2010-03-31,1223630000000,10-Q,2010.0,Q1,CY2010Q1I
Wells Fargo,total_assets,2010-06-30,1225862000000,10-Q,2010.0,Q2,CY2010Q2I
Wells Fargo,total_assets,2010-09-30,1220784000000,10-Q,2010.0,Q3,CY2010Q3I
Wells Fargo,total_assets,2010-12-31,1258128000000,10-K,2010.0,FY,
Wells Fargo,total_assets,2010-12-31,1258128000000,10-Q,2011.0,Q1,
Wells Fargo,total_assets,2011-03-31,1244666000000,10-Q,2011.0,Q1,CY2011Q1I
Wells Fargo,total_assets,2011-06-30,1259734000000,10-Q,2011.0,Q2,CY2011Q2I
Wells Fargo,total_assets,2011-09-30,1304945000000,10-Q,2011.0,Q3,CY2011Q3I
Wells Fargo,total_assets,2011-12-31,1313867000000,10-K,2011.0,FY,
Wells Fargo,total_assets,2011-12-31,1313867000000,10-Q,2012.0,Q1,
Wells Fargo,total_assets,2012-03-31,1333799000000,10-Q,2012.0,Q1,CY2012Q1I
Wells Fargo,total_assets,2012-06-30,1336204000000,10-Q,2012.0,Q2,CY2012Q2I
Wells Fargo,total_assets,2012-09-30,1374715000000,10-Q,2012.0,Q3,CY2012Q3I
Wells Fargo,total_assets,2012-12-31,1422968000000,10-K,2012.0,FY,
Wells Fargo,total_assets,2012-12-31,1422968000000,10-Q,2013.0,Q1,
Wells Fargo,total_assets,2013-03-31,1436634000000,10-Q,2013.0,Q1,CY2013Q1I
Wells Fargo,total_assets,2013-06-30,1440563000000,10-Q,2013.0,Q2,CY2013Q2I
Wells Fargo,total_assets,2013-09-30,1488055000000,10-Q,2013.0,Q3,CY2013Q3I
Wells Fargo,total_assets,2013-12-31,1527015000000,10-K,2013.0,FY,
Wells Fargo,total_assets,2013-12-31,1523502000000,10-Q,2014.0,Q1,
Wells Fargo,total_assets,2014-03-31,1546707000000,10-Q,2014.0,Q1,CY2014Q1I
Wells Fargo,total_assets,2014-06-30,1598874000000,10-Q,2014.0,Q2,CY2014Q2I
Wells Fargo,total_assets,2014-09-30,1636855000000,10-Q,2014.0,Q3,CY2014Q3I
Wells Fargo,total_assets,2014-12-31,1687155000000,10-K,2014.0,FY,
Wells Fargo,total_assets,2014-12-31,1687155000000,10-Q,2015.0,Q1,
Wells Fargo,total_assets,2015-03-31,1737737000000,10-Q,2015.0,Q1,CY2015Q1I
Wells Fargo,total_assets,2015-06-30,1720617000000,10-Q,2015.0,Q2,CY2015Q2I
Wells Fargo,total_assets,2015-09-30,1751265000000,10-Q,2015.0,Q3,CY2015Q3I
Wells Fargo,total_assets,2015-12-31,1787632000000,10-K,2015.0,FY,
Wells Fargo,total_assets,2015-12-31,1787632000000,10-Q,2016.0,Q1,
Wells Fargo,total_assets,2016-03-31,1849182000000,10-Q,2016.0,Q1,CY2016Q1I
Wells Fargo,total_assets,2016-06-30,1889235000000,10-Q,2016.0,Q2,CY2016Q2I
Wells Fargo,total_assets,2016-09-30,1942124000000,10-Q,2016.0,Q3,CY2016Q3I
Wells Fargo,total_assets,2016-12-31,1930115000000,10-K,2016.0,FY,
Wells Fargo,total_assets,2016-12-31,1930115000000,10-Q,2016.0,Q1,
Wells Fargo,total_assets,2017-03-31,1951564000000,10-Q,2016.0,Q1,CY2017Q1I
Wells Fargo,total_assets,2017-06-30,1930871000000,10-Q,2017.0,Q2,CY2017Q2I
Wells Fargo,total_assets,2017-09-30,1934939000000,10-Q,2017.0,Q3,CY2017Q3I
Wells Fargo,total_assets,2017-12-31,1951757000000,10-K,2017.0,FY,
Wells Fargo,total_assets,2017-12-31,1951757000000,10-Q,2018.0,Q1,
Wells Fargo,total_assets,2018-03-31,1915388000000,10-Q,2018.0,Q1,CY2018Q1I
Wells Fargo,total_assets,2018-06-30,1879700000000,10-Q,2018.0,Q2,CY2018Q2I
Wells Fargo,total_assets,2018-09-30,1872981000000,10-Q,2018.0,Q3,CY2018Q3I
Wells Fargo,total_assets,2018-12-31,1895883000000,10-K,2018.0,FY,
Wells Fargo,total_assets,2018-12-31,1895883000000,10-Q,2019.0,Q1,
Wells Fargo,total_assets,2019-03-31,1887792000000,10-Q,2019.0,Q1,CY2019Q1I
Wells Fargo,total_assets,2019-06-30,1923388000000,10-Q,2019.0,Q2,CY2019Q2I
Wells Fargo,total_assets,2019-09-30,1943950000000,10-Q,2019.0,Q3,CY2019Q3I
Wells Fargo,total_assets,2019-12-31,1927555000000,10-K,2019.0,FY,
Wells Fargo,total_assets,2019-12-31,1927555000000,10-Q,2020.0,Q1,
Wells Fargo,total_assets,2020-03-31,1981349000000,10-Q,2020.0,Q1,
Wells Fargo,total_assets,2020-06-30,1968766000000,10-Q,2020.0,Q2,
Wells Fargo,total_assets,2020-09-30,1922220000000,10-Q,2020.0,Q3,
Wells Fargo,total_assets,2020-12-31,1955163000000,10-K,2020.0,FY,
Wells Fargo,total_assets,2020-12-31,1955163000000,10-Q,2021.0,Q1,
Wells Fargo,total_assets,2021-03-31,1959543000000,10-Q,2021.0,Q1,
Wells Fargo,total_assets,2021-06-30,1945996000000,10-Q,2021.0,Q2,
Wells Fargo,total_assets,2021-09-30,1954901000000,10-Q,2021.0,Q3,
Wells Fargo,total_assets,2021-12-31,1948068000000,10-K,2021.0,FY,
Wells Fargo,total_assets,2021-12-31,1948068000000,10-Q,2022.0,Q1,
Wells Fargo,total_assets,2022-03-31,1939709000000,10-Q,2022.0,Q1,
Wells Fargo,total_assets,2022-06-30,1881142000000,10-Q,2022.0,Q2,
Wells Fargo,total_assets,2022-09-30,1877745000000,10-Q,2022.0,Q3,
Wells Fargo,total_assets,2022-12-31,1881016000000,10-K,2022.0,FY,
Wells Fargo,total_assets,2022-12-31,1881020000000,10-Q,2023.0,Q1,
Wells Fargo,total_assets,2023-03-31,1886400000000,10-Q,2023.0,Q1,
Wells Fargo,total_assets,2023-06-30,1876320000000,10-Q,2023.0,Q2,
Wells Fargo,total_assets,2023-09-30,1909261000000,10-Q,2023.0,Q3,
Wells Fargo,total_assets,2023-12-31,1932468000000,10-K,2023.0,FY,
Wells Fargo,total_assets,2023-12-31,1932468000000,10-Q,2024.0,Q1,
Wells Fargo,total_assets,2024-03-31,1959153000000,10-Q,2024.0,Q1,
Wells Fargo,total_assets,2024-06-30,1940073000000,10-Q,2024.0,Q2,
Wells Fargo,total_assets,2024-09-30,1922125000000,10-Q,2024.0,Q3,
Wells Fargo,total_assets,2024-12-31,1929845000000,10-K,2024.0,FY,
Wells Fargo,total_assets,2024-12-31,1929845000000,10-Q,2025.0,Q1,
Wells Fargo,total_assets,2025-03-31,1950311000000,10-Q,2025.0,Q1,
Wells Fargo,total_assets,2025-06-30,1981269000000,10-Q,2025.0,Q2,CY2025Q2I
Wells Fargo,total_assets,2025-09-30,2062926000000,10-Q,2025.0,Q3,CY2025Q3I
Wells Fargo,total_assets,2025-12-31,2148631000000,10-K,2025.0,FY,
Wells Fargo,total_assets,2025-12-31,2148631000000,10-Q,2026.0,Q1,CY2025Q4I
Wells Fargo,total_assets,2026-03-31,2205752000000,10-Q,2026.0,Q1,CY2026Q1I
Wells Fargo,net_income,2007-12-31,8057000000,10-K,2009.0,FY,CY2007
Wells Fargo,net_income,2008-06-30,3752000000,10-Q,2009.0,Q2,
Wells Fargo,net_income,2008-09-30,5389000000,10-Q,2009.0,Q3,
Wells Fargo,net_income,2008-12-31,2655000000,10-K,2009.0,FY,
Wells Fargo,net_income,2009-03-31,3045000000,10-Q,2010.0,Q1,CY2009Q1
Wells Fargo,net_income,2009-06-30,6217000000,10-Q,2009.0,Q2,
Wells Fargo,net_income,2009-09-30,9452000000,10-Q,2009.0,Q3,
Wells Fargo,net_income,2009-12-31,12275000000,10-K,2009.0,FY,
Wells Fargo,net_income,2010-03-31,2547000000,10-Q,2010.0,Q1,
